,State,RegionName,2009q2,2008q2,ratio,univ
6506,New York,Sennett,171200.0,162866.66666666666,0.9513239875389408,False
6507,Ohio,Walbridge,103400.0,110900.0,1.0725338491295937,False
6508,California,Diamond Springs,237766.66666666666,284366.6666666667,1.1959904668442451,False
6509,New Jersey,Stanhope,237433.33333333334,265466.6666666667,1.1180682296785063,False
6510,New York,Town of Westfield,75933.33333333333,77633.33333333333,1.0223880597014925,False
6511,Maryland,Fruitland,139533.33333333334,151400.0,1.0850453893932155,False
6512,Ohio,Moraine,74566.66666666667,79033.33333333333,1.0599016540008939,False
6513,Vermont,Highgate,185633.33333333334,170400.0,0.9179385886155503,False
6514,Florida,Eatonville,106700.0,124133.33333333333,1.1633864417369573,False
6515,Michigan,Stanwood,136233.33333333334,145300.0,1.0665524834842182,False
6516,Massachusetts,Town of Essex,443833.3333333333,448966.6666666667,1.0115659031167856,False
6517,Wisconsin,Fulton,160433.33333333334,170000.0,1.059630168294203,False
6518,Pennsylvania,West Salem Township,79300.0,75566.66666666667,0.9529213955443464,False
6519,Pennsylvania,Sewickley,202700.0,187800.0,0.9264923532313765,False
6520,Pennsylvania,Manchester,139400.0,146766.66666666666,1.0528455284552845,False
6521,Arizona,New River,301566.6666666667,355633.3333333333,1.1792859511440255,False
6522,New York,South Glens Falls,145400.0,148166.66666666666,1.0190279688216415,False
6523,Pennsylvania,Price Township,162233.33333333334,178533.33333333334,1.1004725703718923,False
6524,New York,Town of Galway,191200.0,201133.33333333334,1.051952580195258,False
6525,Tennessee,Speedwell,96066.66666666667,98200.0,1.022206800832755,False
6526,Pennsylvania,Union Township,200866.66666666666,213133.33333333334,1.0610687022900764,False
6527,Wisconsin,Town of Belgium,190400.0,192900.0,1.0131302521008403,False
6528,Texas,Bells,,,,False
6529,Utah,La Verkin,187233.33333333334,205666.66666666666,1.0984511304967064,False
6530,Michigan,Gregory,157400.0,166233.33333333334,1.0561202880135536,False
6531,Tennessee,Centerville,84900.0,80233.33333333333,0.94503337259521,False
6532,Virginia,Rixeyville,236900.0,252800.0,1.0671169269734064,False
6533,Pennsylvania,Tilden Township,181733.33333333334,180766.66666666666,0.9946808510638296,False
6534,Virginia,Middletown,230666.66666666666,241900.0,1.048699421965318,False
6535,New York,Town of Nassau,160800.0,161433.33333333334,1.00393864013267,False
6536,North Carolina,Rockwell,133833.33333333334,138533.33333333334,1.035118306351183,False
6537,Arizona,Drexel-Alvernon,119000.0,144066.66666666666,1.2106442577030812,False
6538,Alabama,Grayson Valley,106800.0,116633.33333333333,1.0920724094881398,False
6539,Georgia,Brooklet,,,,False
6540,Texas,Cross Mountain,330466.6666666667,312333.3333333333,0.9451281016743998,False
6541,Michigan,Bangor,73166.66666666667,88700.0,1.2123006833712984,False
6542,Illinois,Riverwoods,660800.0,725000.0,1.0971549636803875,False
6543,Louisiana,Bourg,177600.0,177766.66666666666,1.0009384384384383,False
6544,Tennessee,Lascassas,151433.33333333334,156066.66666666666,1.0305965221219457,False
6545,Pennsylvania,Zelienople,159633.33333333334,164833.33333333334,1.0325746502401336,False
6546,Pennsylvania,Penn Township,142266.66666666666,135233.33333333334,0.9505623242736646,False
6547,California,Gonzales,219133.33333333334,364700.0,1.6642835412229997,False
6548,Kansas,Mission Hills,712600.0,705133.3333333334,0.9895219384413884,False
6549,Mississippi,Mantachie,83166.66666666667,75166.66666666667,0.9038076152304609,False
6550,Michigan,Byron Center,161500.0,174366.66666666666,1.0796697626418987,False
6551,New Jersey,Lawrenceville,299033.3333333333,311233.3333333333,1.0407981272990747,False
6552,Kentucky,Lebanon Junction,,,,False
6553,California,Emerald Lake Hills,1225233.3333333333,1367000.0,1.1157058519465681,False
6554,Pennsylvania,Pottsgrove,214233.33333333334,234400.0,1.0941341216741869,False
6555,Illinois,Madison,48533.333333333336,41900.0,0.8633241758241758,False
6556,Ohio,Castalia,108766.66666666667,124300.0,1.1428133619368679,False
6557,Florida,Grant-Valkaria,,,,False
6558,Washington,Newman Lake,207433.33333333334,205366.66666666666,0.990036959665756,False
6559,Michigan,Holton,86400.0,101300.0,1.1724537037037037,False
6560,Wisconsin,Norway,269866.6666666667,292300.0,1.0831274703557312,False
6561,New York,South Nyack,526833.3333333334,522933.3333333333,0.9925972793419803,False
6562,Pennsylvania,North Manheim,134300.0,134933.33333333334,1.0047158103747829,False
6563,New York,Yorktown,512000.0,557200.0,1.08828125,False
6564,Michigan,Marne,158500.0,167266.66666666666,1.055310199789695,False
6565,Washington,Yacolt,279933.3333333333,298666.6666666667,1.0669206954036676,False
6566,Michigan,Gaines,122733.33333333333,137800.0,1.122759369907659,False
6567,Florida,Fellsmere,107433.33333333333,122133.33333333333,1.1368290412659012,False
6568,Missouri,Villa Ridge,122166.66666666667,118300.0,0.9683492496589359,False
6569,New Jersey,Springfield,316700.0,336833.3333333333,1.063572255552047,False
6570,New Jersey,Upper Pittsgrove Township,,,,False
6571,California,Cool,313733.3333333333,347233.3333333333,1.1067785805354866,False
6572,New Jersey,Woodstown,199800.0,215866.66666666666,1.0804137470804136,False
6573,Illinois,Dixmoor,90466.66666666667,95633.33333333333,1.057111274871039,False
6574,New Hampshire,Rindge,192800.0,225133.33333333334,1.167704011065007,True
6575,Pennsylvania,Mc Murray,232833.33333333334,237033.33333333334,1.0180386542591267,False
6576,Delaware,Camden,165100.0,178666.66666666666,1.0821724207550978,False
6577,Wisconsin,Addison,211900.0,216966.66666666666,1.0239106496775208,False
6578,Texas,Wake Village,103400.0,106900.0,1.0338491295938104,False
6579,Pennsylvania,Potter Township,173366.66666666666,185266.66666666666,1.0686406460296096,False
6580,Minnesota,Belle Plaine,177533.33333333334,194800.0,1.0972587307547879,False
6581,Maryland,Grasonville,369833.3333333333,407066.6666666667,1.1006759801712485,False
6582,Tennessee,Belle Meade,1227700.0,1270566.6666666667,1.034916239037767,False
6583,Mississippi,Sumrall,169566.66666666666,167466.66666666666,0.9876154904658935,False
6584,Maryland,Street,301100.0,334033.3333333333,1.1093767297686261,False
6585,Texas,Jarrell,,,,False
6586,New York,Minisink,308000.0,323033.3333333333,1.0488095238095236,False
6587,New York,Rush,161266.66666666666,165466.66666666666,1.0260438197602315,False
6588,Florida,Holt,131800.0,148433.33333333334,1.1262013151239252,False
6589,Oregon,Toledo,145533.33333333334,154666.66666666666,1.0627576729271644,False
6590,Florida,Lely,137800.0,169033.33333333334,1.2266569908079343,False
6591,Oregon,Dayton,182666.66666666666,185166.66666666666,1.0136861313868613,False
6592,Ohio,Masury,44800.0,50366.666666666664,1.1242559523809523,False
6593,Idaho,Parma,167833.33333333334,171133.33333333334,1.0196623634558093,False
6594,New York,Muttontown,1523233.3333333333,1639533.3333333333,1.0763507451255006,False
6595,Pennsylvania,Freeland,61833.333333333336,63533.333333333336,1.0274932614555257,False
6596,New York,Benton,127300.0,121400.0,0.9536527886881383,False
6597,New York,Hoosick Falls,112666.66666666667,106900.0,0.9488165680473373,False
6598,Pennsylvania,Pen Argyl,140866.66666666666,150066.66666666666,1.065309985802177,False
6599,Ohio,Uniontown,133833.33333333334,142600.0,1.0655043586550434,False
6600,New York,Glen Head,761533.3333333334,801433.3333333334,1.052394292217456,False
6601,Pennsylvania,Newport Township,74133.33333333333,73266.66666666667,0.9883093525179858,False
6602,Georgia,Canon,136633.33333333334,157300.0,1.1512564040009758,False
6603,Oklahoma,Haskell,61933.333333333336,53933.333333333336,0.8708288482238967,False
6604,Pennsylvania,North Hopewell Township,218100.0,231066.66666666666,1.059452850374446,False
6605,Florida,Loxahatchee Groves,230133.33333333334,310966.6666666667,1.3512456546929317,False
6606,New York,Schuyler,102466.66666666667,94500.0,0.9222511385816525,False
6607,Pennsylvania,Paoli,292100.0,287700.0,0.984936665525505,False
6608,North Carolina,Oak Ridge,282833.3333333333,282533.3333333333,0.998939304655274,False
6609,Colorado,Hotchkiss,207200.0,212633.33333333334,1.0262226512226513,False
6610,New York,Cornwall,313166.6666666667,332300.0,1.0610963278339542,False
6611,Missouri,Walnut Grove,125500.0,108633.33333333333,0.8656042496679947,False
6612,Oregon,Bandon,219766.66666666666,254800.0,1.1594114970423177,False
6613,California,Colfax,290700.0,326166.6666666667,1.122004357298475,False
6614,Maryland,Woodlawn,210666.66666666666,274233.3333333333,1.3017405063291139,False
6615,New Jersey,Fredon,383033.3333333333,422833.3333333333,1.1039074057958402,False
6616,South Carolina,Cowpens,74366.66666666667,82966.66666666667,1.1156432093231734,False
6617,Pennsylvania,Saltlick Township,101200.0,98500.0,0.9733201581027668,False
6618,Ohio,Geneva,96766.66666666667,108966.66666666667,1.1260764726145367,False
6619,North Carolina,Stem,145333.33333333334,151700.0,1.0438073394495413,False
6620,Louisiana,Doyline,,,,False
6621,Alabama,Orange Beach,316100.0,364066.6666666667,1.1517452283032796,False
6622,Indiana,Bright,163866.66666666666,169533.33333333334,1.0345809601301872,False
6623,Florida,Highland Beach,391466.6666666667,424600.0,1.0846389645776566,False
6624,Kansas,Edwardsville,153733.33333333334,173266.66666666666,1.127059843885516,False
6625,Pennsylvania,Wyncote,327500.0,340033.3333333333,1.0382697201017812,False
6626,Vermont,Town of Johnson,112400.0,93566.66666666667,0.8324436536180309,False
6627,Pennsylvania,Brownsville Township,41633.333333333336,40333.333333333336,0.9687750200160128,False
6628,Oregon,Banks,261100.0,288666.6666666667,1.105578960806843,False
6629,New Hampshire,Town of Jaffrey,167266.66666666666,189933.33333333334,1.135512156237545,False
6630,Idaho,Homedale,124933.33333333333,144000.0,1.152614727854856,False
6631,Florida,Winston,76900.0,92733.33333333333,1.2058951018638924,False
6632,Pennsylvania,Londonderry,166300.0,174000.0,1.0463018641010222,False
6633,Michigan,Essexville,81766.66666666667,88566.66666666667,1.0831634732980024,False
6634,Tennessee,Gatlinburg,162566.66666666666,172300.0,1.0598728726676236,False
6635,Illinois,Pawnee,101000.0,101966.66666666667,1.0095709570957097,False
6636,Pennsylvania,Upper Frederick Township,232766.66666666666,253100.0,1.0873550050121725,False
6637,Ohio,Grand Rapids,127666.66666666667,129366.66666666667,1.0133159268929504,False
6638,Connecticut,Thompson,214366.66666666666,222600.0,1.038407712641891,False
6639,Michigan,West Monroe,96000.0,105900.0,1.103125,False
6640,Oklahoma,Newkirk,77266.66666666667,77900.0,1.0081967213114753,False
6641,Texas,Grapeland,,,,False
6642,Pennsylvania,Heidelberg Township,191333.33333333334,206966.66666666666,1.0817073170731706,False
6643,Ohio,Mayfield,226766.66666666666,229466.66666666666,1.0119065118330148,False
6644,Pennsylvania,Nockamixon Township,339666.6666666667,349733.3333333333,1.0296368989205102,False
6645,New Jersey,Bradley Beach,505166.6666666667,521133.3333333333,1.031606730451996,False
6646,Pennsylvania,Grantley,237033.33333333334,256700.0,1.0829700464069751,False
6647,Ohio,Park Layne,75933.33333333333,78000.0,1.0272168568920106,False
6648,South Carolina,Starr,74466.66666666667,68100.0,0.9145031333930169,False
6649,North Carolina,Seagrove,99233.33333333333,91566.66666666667,0.9227410144440713,False
6650,Pennsylvania,Heidelberg Township,,,,False
6651,Texas,Olney,83500.0,95600.0,1.1449101796407186,False
6652,California,Avalon,607833.3333333334,593600.0,0.9765834932821497,False
6653,Hawaii,Hauula,503833.3333333333,525433.3333333334,1.0428713198809132,False
6654,North Carolina,Fairview,216533.33333333334,227800.0,1.0520320197044335,False
6655,Pennsylvania,Forward Township,100900.0,100333.33333333333,0.9943838784274859,False
6656,Tennessee,Vonore,185433.33333333334,186366.66666666666,1.0050332554377133,False
6657,Kansas,Maize,146433.33333333334,135700.0,0.9267015706806282,False
6658,New Jersey,Oak Valley,176700.0,185666.66666666666,1.0507451424259573,False
6659,California,Glen Ellen,685966.6666666666,741200.0,1.0805189756547937,False
6660,Minnesota,Newport,162466.66666666666,186000.0,1.1448502256873205,False
6661,Massachusetts,Brookfield,205000.0,222000.0,1.0829268292682928,False
6662,New York,Town of Cambridge,151066.66666666666,159833.33333333334,1.0580317740511918,False
6663,Alabama,Summerdale,126000.0,142833.33333333334,1.1335978835978837,False
6664,Connecticut,Mystic,364700.0,396500.0,1.0871949547573347,False
6665,Georgia,Taylorsville,,,,False
6666,New York,Hoosick,144000.0,158133.33333333334,1.0981481481481483,False
6667,Illinois,Minooka,197933.33333333334,210300.0,1.0624789491411248,False
6668,Oklahoma,Paden,,,,False
6669,Washington,Manson,,,,False
6670,Pennsylvania,Wilkes-Barre Township,66633.33333333333,67366.66666666667,1.0110055027513758,False
6671,Pennsylvania,Franklin Township,209300.0,233500.0,1.1156235069278548,False
6672,Texas,Reno,118866.66666666667,118000.0,0.992708917554683,False
6673,New York,East Hills,1058333.3333333333,1123033.3333333333,1.0611338582677166,False
6674,Minnesota,Dilworth,134100.0,139133.33333333334,1.037534178473776,False
6675,New York,Brewerton,124866.66666666667,126866.66666666667,1.0160170848905499,False
6676,New York,Town of Holland,,,,False
6677,Illinois,Pistakee Highlands,160933.33333333334,175200.0,1.0886495443247721,False
6678,Texas,Lacy-Lakeview,76866.66666666667,78066.66666666667,1.0156114483954901,False
6679,Massachusetts,Princeton,307033.3333333333,316266.6666666667,1.030072739116274,False
6680,New York,Town of Rochester,201333.33333333334,225133.33333333334,1.1182119205298013,False
6681,Ohio,Lordstown,120566.66666666667,128300.0,1.0641415537738457,False
6682,Oregon,Gaston,264100.0,281600.0,1.066262779250284,False
6683,Georgia,Chattahoochee Hill Country,,,,False
6684,Arizona,Clarkdale,232500.0,260833.33333333334,1.1218637992831542,False
6685,New York,Westerlo,170433.33333333334,173533.33333333334,1.0181889301779776,False
6686,Georgia,Manchester,,,,False
6687,Pennsylvania,Upland,102866.66666666667,102300.0,0.9944912508101101,False
6688,Michigan,Union City,59800.0,73733.33333333333,1.2329988851727982,False
6689,New York,Richland,81300.0,82033.33333333333,1.0090200902009019,False
6690,California,Cambrian Park,740633.3333333334,780433.3333333334,1.053737791979837,False
6691,South Carolina,Roebuck,124966.66666666667,124166.66666666667,0.9935982928781009,False
6692,New York,Dickinson,115066.66666666667,122300.0,1.0628621089223638,False
6693,Massachusetts,Hadley,287400.0,302133.3333333333,1.0512642078404082,False
6694,Indiana,Albany,75600.0,76600.0,1.0132275132275133,False
6695,Pennsylvania,Daugherty Township,119200.0,113500.0,0.9521812080536913,False
6696,Indiana,Bicknell,53500.0,53200.0,0.994392523364486,False
6697,Virginia,Seaford,293966.6666666667,288866.6666666667,0.9826510942283706,False
6698,Texas,Gladewater,83866.66666666667,74566.66666666667,0.8891096979332274,False
6699,New York,Orangetown,552466.6666666666,553766.6666666666,1.0023530831422711,False
6700,Pennsylvania,Patterson Township,98833.33333333333,104566.66666666667,1.058010118043845,False
6701,New Jersey,Tuckerton,230800.0,249933.33333333334,1.0829000577700751,False
6702,Georgia,Fairview,,,,False
6703,Pennsylvania,Manheim Township,235766.66666666666,253933.33333333334,1.077053584052029,False
6704,North Carolina,Longview,78433.33333333333,79200.0,1.0097747556311092,False
6705,Michigan,Jonesville,82833.33333333333,97900.0,1.1818913480885314,False
6706,Pennsylvania,Lower Towamensing Township,166933.33333333334,178233.33333333334,1.0676916932907348,False
6707,Pennsylvania,Pulaski,127100.0,,,False
6708,Pennsylvania,Mount Oliver,50200.0,52066.666666666664,1.0371845949535192,False
6709,Utah,Fruit Heights,299600.0,343700.0,1.147196261682243,False
6710,Illinois,Indian Head Park,233866.66666666666,250500.0,1.0711231470923603,False
6711,New York,Chester,,,,False
6712,Pennsylvania,Taylor,105266.66666666667,107666.66666666667,1.0227992400253325,False
6713,Pennsylvania,Nesquehoning,100533.33333333333,94600.0,0.9409814323607427,False
6714,Washington,Chelan,,,,False
6715,Ohio,Windham,106400.0,102800.0,0.9661654135338346,False
6716,Maryland,White Plains,312466.6666666667,346600.0,1.1092383187540003,False
6717,California,Forestville,341500.0,394300.0,1.1546120058565155,False
6718,Georgia,Ringgold,111866.66666666667,119633.33333333333,1.0694278903456496,False
6719,Missouri,Pleasant Valley,127766.66666666667,133833.33333333334,1.0474823897730239,False
6720,New York,Walton Park,303600.0,324900.0,1.0701581027667983,False
6721,Louisiana,Port Barre,87733.33333333333,80233.33333333333,0.9145136778115501,False
6722,Florida,Micanopy,179766.66666666666,185133.33333333334,1.0298535138142038,False
6723,Tennessee,Dover,,,,False
6724,California,Mount Shasta,274766.6666666667,341233.3333333333,1.2419022200655099,False
6725,Colorado,Edgewater,183333.33333333334,186366.66666666666,1.0165454545454544,False
6726,New York,Wading River,426400.0,472100.0,1.1071763602251408,False
6727,Ohio,Kingston,117166.66666666667,119633.33333333333,1.0210526315789472,False
6728,Pennsylvania,Amity Gardens,202433.33333333334,216666.66666666666,1.0703112135682529,False
6729,California,Frazier Park,216566.66666666666,224133.33333333334,1.0349392027089426,False
6730,North Carolina,Whittier,150400.0,199333.33333333334,1.325354609929078,False
6731,Indiana,Howe,101533.33333333333,132600.0,1.3059750492449114,False
6732,Michigan,Pere Marquette Township,127966.66666666667,166400.0,1.3003386298515238,False
6733,Pennsylvania,Etna,68333.33333333333,70633.33333333333,1.0336585365853659,False
6734,California,San Juan Bautista,411466.6666666667,,,False
6735,New York,Town of Theresa,122033.33333333333,111700.0,0.9153236820540837,False
6736,Pennsylvania,Spring City,176200.0,183600.0,1.0419977298524403,False
6737,Minnesota,Hinckley,99366.66666666667,111700.0,1.1241194230124119,False
6738,Michigan,Ovid,109833.33333333333,119333.33333333333,1.08649468892261,False
6739,Florida,Butler Beach,298166.6666666667,342766.6666666667,1.1495807713806596,False
6740,California,Williams,208733.33333333334,236700.0,1.133982753114021,False
6741,Pennsylvania,Wheatfield,164933.33333333334,152366.66666666666,0.9238075990299109,False
6742,Oregon,Metzger,259633.33333333334,281200.0,1.0830658621132365,False
6743,Wisconsin,Wheatland,193466.66666666666,197933.33333333334,1.0230875258442456,False
6744,Michigan,Stockbridge,127666.66666666667,143033.33333333334,1.1203655352480417,False
6745,Pennsylvania,Earl Township,227800.0,236833.33333333334,1.0396546678372842,False
6746,Virginia,Maidens,272500.0,276366.6666666667,1.0141896024464832,False
6747,Idaho,Wilder,162933.33333333334,174300.0,1.0697626841243861,False
6748,Ohio,Moreland Hills,373500.0,388033.3333333333,1.0389112003569834,False
6749,New Mexico,Los Ranchos de Albuquerque,474700.0,435333.3333333333,0.9170704304473,False
6750,Pennsylvania,London Britain Township,356833.3333333333,372200.0,1.043063988790285,False
6751,Virginia,Boones Mill,165633.33333333334,174233.33333333334,1.0519219158784463,False
6752,Colorado,Lyons,292266.6666666667,307100.0,1.0507527372262773,False
6753,Pennsylvania,Slippery Rock Township,146300.0,,,False
6754,New York,Ridgeway,81100.0,76533.33333333333,0.9436909165639128,False
6755,Texas,Merkel,,,,False
6756,Georgia,Clermont,183633.33333333334,183600.0,0.9998184788527863,False
6757,Georgia,Rock Spring,127666.66666666667,143300.0,1.1224543080939948,False
6758,Pennsylvania,South Londonderry,229900.0,251066.66666666666,1.0920690155139916,False
6759,Pennsylvania,Sharpsburg,59000.0,57733.333333333336,0.9785310734463277,False
6760,New Jersey,Pohatcong Township,200633.33333333334,215366.66666666666,1.0734341252699784,False
6761,Illinois,Round Lake Park,124233.33333333333,142266.66666666666,1.145156962704588,False
6762,Pennsylvania,Wesleyville,75500.0,73400.0,0.9721854304635762,False
6763,New Jersey,Port Reading,282100.0,304366.6666666667,1.0789318208673049,False
6764,Pennsylvania,Pennsbury Township,434033.3333333333,443533.3333333333,1.021887719837186,False
6765,New Jersey,Turnersville,265033.3333333333,284000.0,1.0715633253678782,False
6766,Maryland,New Windsor,296733.3333333333,309966.6666666667,1.0445967198382387,False
6767,Arizona,Heber,175366.66666666666,210666.66666666666,1.2012925299372743,False
6768,Indiana,Fairmount,73966.66666666667,70300.0,0.9504281207751238,False
6769,Ohio,Orange,283300.0,290166.6666666667,1.0242381456641958,False
6770,California,Rio Vista,224300.0,279866.6666666667,1.247733689998514,False
6771,Indiana,Carlisle,69633.33333333333,68366.66666666667,0.9818094782192438,False
6772,Maryland,Dunkirk,425400.0,492500.0,1.1577338975082276,False
6773,Michigan,Vermontville,96833.33333333333,118100.0,1.2196213425129088,False
6774,Illinois,Lakemoor,174500.0,196766.66666666666,1.1276026743075453,False
6775,New Hampshire,Rye,482833.3333333333,517166.6666666667,1.0711080428028996,False
6776,Pennsylvania,Masontown,60133.333333333336,55433.333333333336,0.9218403547671841,False
6777,Pennsylvania,Lawnton,148300.0,156366.66666666666,1.0543942458979545,False
6778,Colorado,Paonia,198233.33333333334,223066.66666666666,1.1252732470153017,False
6779,California,Earlimart,136266.66666666666,162300.0,1.1910469667318984,False
6780,Pennsylvania,Pymatuning Township,80800.0,80400.0,0.995049504950495,False
6781,New Hampshire,Sunapee,314733.3333333333,347233.3333333333,1.103262020758314,False
6782,Pennsylvania,Ingram,85100.0,90633.33333333333,1.0650215432824128,False
6783,Missouri,Pine Lawn,61500.0,71066.66666666667,1.1555555555555557,False
6784,Michigan,Reese,90300.0,108533.33333333333,1.201919527500923,False
6785,Virginia,Loch Lomond,,,,False
6786,Georgia,Hephzibah,98800.0,102233.33333333333,1.0347503373819162,False
6787,Texas,Hudson Bend,,,,False
6788,Ohio,Okeana,204666.66666666666,219733.33333333334,1.0736156351791533,False
6789,Colorado,Dolores,256800.0,283700.0,1.1047507788161994,False
6790,Mississippi,Mooreville,109700.0,99233.33333333333,0.9045882710422364,False
6791,Ohio,Orwell,95433.33333333333,106666.66666666667,1.1177086971708,False
6792,Maryland,Darlington,251966.66666666666,266866.6666666667,1.0591348061912953,False
6793,Pennsylvania,Nottingham Township,216133.33333333334,209933.33333333334,0.9713140037014188,False
6794,Pennsylvania,Douglass Township,189300.0,206700.0,1.0919175911251982,False
6795,Maryland,Union Bridge,259700.0,275900.0,1.0623796688486715,False
6796,New York,Colden,,,,False
6797,Michigan,Rockwood,93133.33333333333,118666.66666666667,1.2741589119541876,False
6798,Pennsylvania,Springfield Township,,,,False
6799,Illinois,Spring Grove,323500.0,345700.0,1.0686244204018547,False
6800,Oregon,Winston,139000.0,140133.33333333334,1.0081534772182255,False
6801,Texas,Hico,82966.66666666667,89333.33333333333,1.0767376456408195,False
6802,Michigan,Hopkins,106033.33333333333,128400.0,1.2109399559886829,False
6803,Arkansas,Lowell,125766.66666666667,134066.66666666666,1.0659952292605352,False
6804,Texas,Shady Hollow,259400.0,266533.3333333333,1.0274993574916473,False
6805,Michigan,Ottawa Lake,154333.33333333334,150400.0,0.9745140388768898,False
6806,Utah,Santa Clara,294366.6666666667,296800.0,1.0082663345034537,False
6807,Washington,Maple Falls,161366.66666666666,171600.0,1.0634166494525925,False
6808,Florida,Oak Hill,172400.0,175500.0,1.0179814385150812,False
6809,Massachusetts,Plympton,306500.0,331966.6666666667,1.0830886351277869,False
6810,Pennsylvania,Bell Township,101700.0,88300.0,0.8682399213372665,False
6811,Ohio,Bristolville,98766.66666666667,111233.33333333333,1.1262234222072223,False
6812,New York,Vails Gate,208333.33333333334,225600.0,1.0828799999999998,False
6813,Pennsylvania,Peach Bottom Township,206433.33333333334,206900.0,1.002260616825448,False
6814,Pennsylvania,Tulpehocken,177333.33333333334,182533.33333333334,1.0293233082706768,False
6815,Pennsylvania,Fawn,238666.66666666666,259333.33333333334,1.0865921787709498,False
6816,Michigan,Portsmouth Township,95700.0,107200.0,1.1201671891327063,False
6817,Indiana,Leesburg,181333.33333333334,175600.0,0.9683823529411765,False
6818,Michigan,Hartland,179466.66666666666,194066.66666666666,1.0813521545319464,False
6819,Michigan,Green Township,89833.33333333333,116166.66666666667,1.293135435992579,False
6820,Michigan,Nashville,83866.66666666667,96033.33333333333,1.1450715421303654,False
6821,Michigan,Allenton,,,,False
6822,New York,Highland Falls,269466.6666666667,267933.3333333333,0.9943097476496783,False
6823,Pennsylvania,Reserve Township,96866.66666666667,100400.0,1.0364762560220233,False
6824,North Carolina,Elon,155066.66666666666,158233.33333333334,1.020421324161651,True
6825,Michigan,Sand Lake,105766.66666666667,119000.0,1.125118184683265,False
6826,Ohio,McComb,103166.66666666667,96433.33333333333,0.9347334410339256,False
6827,Montana,Shepherd,217100.0,194100.0,0.8940580377706127,False
6828,New York,Caroline,131566.66666666666,129100.0,0.981251583481125,False
6829,New York,Union Vale,317500.0,336033.3333333333,1.0583727034120733,False
6830,Virginia,Mineral,239366.66666666666,256866.66666666666,1.0731095947639604,False
6831,Massachusetts,Dunstable,388600.0,402300.0,1.0352547606793618,False
6832,New Jersey,South Harrison Township,358733.3333333333,382666.6666666667,1.0667162237502323,False
6833,New Jersey,Hamburg,204600.0,244500.0,1.1950146627565983,False
6834,New York,Town of Oakfield,78500.0,77533.33333333333,0.9876857749469213,False
6835,Georgia,Lula,119000.0,131166.66666666666,1.1022408963585433,False
6836,Pennsylvania,Union City,,,,False
6837,Massachusetts,Cheshire,194833.33333333334,199433.33333333334,1.0236099230111206,False
6838,Iowa,Runnells,180633.33333333334,180066.66666666666,0.9968628898320723,False
6839,Arkansas,Gravette,109100.0,105833.33333333333,0.9700580507179957,False
6840,Texas,Abernathy,,,,False
6841,Maryland,Walker Mill,213100.0,240766.66666666666,1.129829501016737,False
6842,Pennsylvania,Union Township,124233.33333333333,118233.33333333333,0.951703783203649,False
6843,Pennsylvania,Wrightstown,473333.3333333333,547233.3333333334,1.1561267605633805,False
6844,Pennsylvania,Paradise Township,168533.33333333334,182633.33333333334,1.0836629746835442,False
6845,Ohio,Harrod,113333.33333333333,117333.33333333333,1.035294117647059,False
6846,Wisconsin,Thiensville,206566.66666666666,207700.0,1.0054865257382606,False
6847,Maryland,Marriottsville,417600.0,468366.6666666667,1.1215676883780332,False
6848,Idaho,Heyburn,132700.0,138933.33333333334,1.0469731223310728,False
6849,New York,Washington,340333.3333333333,356200.0,1.046620959843291,False
6850,Maryland,Trappe,,,,False
6851,Massachusetts,East Sandwich,388866.6666666667,416566.6666666667,1.0712326418652494,False
6852,California,Jamul,512400.0,632900.0,1.235167837626854,False
6853,Pennsylvania,Trafford,95200.0,98100.0,1.0304621848739495,False
6854,Wisconsin,Linn,284633.3333333333,270866.6666666667,0.9516336807588712,False
6855,Texas,Port Aransas,223133.33333333334,201233.33333333334,0.9018524051389304,False
6856,Indiana,Rochester,95500.0,85966.66666666667,0.900174520069808,False
6857,Alaska,Homer,,,,False
6858,New York,Erwin,110133.33333333333,112200.0,1.018765133171913,False
6859,Maryland,Perryville,223300.0,240800.0,1.078369905956113,False
6860,Tennessee,Greenfield,53800.0,52000.0,0.966542750929368,False
6861,Ohio,Valley City,212033.33333333334,212500.0,1.0022009118063198,False
6862,Pennsylvania,Coplay,,,,False
6863,Wisconsin,Randolph,118366.66666666667,119800.0,1.0121092649957757,False
6864,Massachusetts,Millville,246766.66666666666,289333.3333333333,1.1724976360934756,False
6865,Connecticut,Oxoboxo River,180066.66666666666,195800.0,1.0873750462791558,False
6866,Pennsylvania,Brackenridge,59733.333333333336,61200.0,1.0245535714285714,False
6867,Illinois,Gages Lake,208300.0,217666.66666666666,1.04496719475116,False
6868,New York,Locust Valley,535933.3333333334,540833.3333333334,1.0091429282249036,False
6869,Wisconsin,Somerset,191666.66666666666,194933.33333333334,1.0170434782608697,False
6870,New York,Conklin,105033.33333333333,87533.33333333333,0.8333862265947318,False
6871,Florida,Branford,124433.33333333333,164033.33333333334,1.318242700241093,False
6872,Pennsylvania,Campbelltown,206533.33333333334,222700.0,1.078276307295029,False
6873,New Jersey,Ocean Township,300066.6666666667,313200.0,1.0437680515441012,False
6874,Missouri,Sturgeon,100466.66666666667,94800.0,0.9435965494359655,False
6875,Mississippi,Raleigh,80533.33333333333,68966.66666666667,0.8563741721854305,False
6876,Massachusetts,Town of Barre,198133.33333333334,207366.66666666666,1.046601615074024,False
6877,Indiana,Petersburg,65400.0,66800.0,1.0214067278287462,False
6878,Texas,Piney Point,,,,False
